onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.196	n/a	598	video_start	83
171.74	n/a	85870	video_stop	103
172.364	n/a	86182	break cnt	break cnt
204.816	n/a	102408	9999	9999
