onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.008	n/a	4	resting_start	90
42.524	n/a	21262	instructed_toOpenEyes	20
62.524	n/a	31262	instructed_toCloseEyes	30
102.524	n/a	51262	instructed_toOpenEyes	20
122.524	n/a	61262	instructed_toCloseEyes	30
162.524	n/a	81262	instructed_toOpenEyes	20
182.524	n/a	91262	instructed_toCloseEyes	30
222.524	n/a	111262	instructed_toOpenEyes	20
242.524	n/a	121262	instructed_toCloseEyes	30
282.524	n/a	141262	instructed_toOpenEyes	20
302.524	n/a	151262	instructed_toCloseEyes	30
342.524	n/a	171262	instructed_toOpenEyes	20
347.075	n/a	173537.5	boundary	boundary
