onset	duration	sample	value	event_code	feedback
0	n/a	0	left_target	8	n/a
156.63	n/a	78315	contrastChangeB2_start	95	n/a
162.418	n/a	81209	contrastTrial_start	5	n/a
166.826	n/a	83413	left_target	8	n/a
168.486	n/a	84243	left_buttonPress	12	smiley_face
169.226	n/a	84613	contrastTrial_start	5	n/a
175.236	n/a	87618	left_target	8	n/a
177.036	n/a	88518	left_buttonPress	12	smiley_face
177.636	n/a	88818	contrastTrial_start	5	n/a
182.036	n/a	91018	right_target	9	n/a
183.736	n/a	91868	right_buttonPress	13	smiley_face
184.436	n/a	92218	contrastTrial_start	5	n/a
188.836	n/a	94418	left_target	8	n/a
190.376	n/a	95188	left_buttonPress	12	smiley_face
191.236	n/a	95618	contrastTrial_start	5	n/a
197.236	n/a	98618	right_target	9	n/a
198.536	n/a	99268	right_buttonPress	13	smiley_face
199.636	n/a	99818	contrastTrial_start	5	n/a
205.636	n/a	102818	right_target	9	n/a
207.516	n/a	103758	right_buttonPress	13	smiley_face
208.036	n/a	104018	contrastTrial_start	5	n/a
210.836	n/a	105418	right_target	9	n/a
212.496	n/a	106248	right_buttonPress	13	smiley_face
213.236	n/a	106618	contrastTrial_start	5	n/a
217.636	n/a	108818	left_target	8	n/a
219.288	n/a	109644	left_buttonPress	12	smiley_face
220.038	n/a	110019	contrastTrial_start	5	n/a
222.838	n/a	111419	right_target	9	n/a
224.028	n/a	112014	right_buttonPress	13	smiley_face
225.238	n/a	112619	contrastTrial_start	5	n/a
231.238	n/a	115619	left_target	8	n/a
233.418	n/a	116709	left_buttonPress	12	smiley_face
233.638	n/a	116819	contrastTrial_start	5	n/a
238.038	n/a	119019	right_target	9	n/a
239.888	n/a	119944	right_buttonPress	13	smiley_face
240.438	n/a	120219	contrastTrial_start	5	n/a
244.838	n/a	122419	left_target	8	n/a
246.708	n/a	123354	left_buttonPress	12	smiley_face
247.238	n/a	123619	contrastTrial_start	5	n/a
250.038	n/a	125019	left_target	8	n/a
251.848	n/a	125924	right_buttonPress	13	sad_face
252.438	n/a	126219	contrastTrial_start	5	n/a
252.868	n/a	126434	left_buttonPress	12	non_target
258.438	n/a	129219	right_target	9	n/a
260.068	n/a	130034	right_buttonPress	13	smiley_face
260.838	n/a	130419	contrastTrial_start	5	n/a
266.838	n/a	133419	right_target	9	n/a
268.438	n/a	134219	right_buttonPress	13	smiley_face
269.238	n/a	134619	contrastTrial_start	5	n/a
273.638	n/a	136819	right_target	9	n/a
275.288	n/a	137644	right_buttonPress	13	smiley_face
276.038	n/a	138019	contrastTrial_start	5	n/a
278.84	n/a	139420	left_target	8	n/a
280.8	n/a	140400	left_buttonPress	12	smiley_face
281.24	n/a	140620	contrastTrial_start	5	n/a
284.04	n/a	142020	right_target	9	n/a
285.76	n/a	142880	right_buttonPress	13	smiley_face
286.44	n/a	143220	contrastTrial_start	5	n/a
292.44	n/a	146220	left_target	8	n/a
294.01	n/a	147005	left_buttonPress	12	smiley_face
294.84	n/a	147420	contrastTrial_start	5	n/a
297.64	n/a	148820	left_target	8	n/a
299.53	n/a	149765	left_buttonPress	12	smiley_face
300.04	n/a	150020	contrastTrial_start	5	n/a
302.84	n/a	151420	right_target	9	n/a
304.43	n/a	152215	right_buttonPress	13	smiley_face
305.24	n/a	152620	contrastTrial_start	5	n/a
309.64	n/a	154820	right_target	9	n/a
311.69	n/a	155845	right_buttonPress	13	smiley_face
312.04	n/a	156020	contrastTrial_start	5	n/a
314.84	n/a	157420	left_target	8	n/a
316.69	n/a	158345	left_buttonPress	12	smiley_face
317.24	n/a	158620	contrastTrial_start	5	n/a
323.24	n/a	161620	left_target	8	n/a
325.22	n/a	162610	left_buttonPress	12	smiley_face
325.642	n/a	162821	contrastTrial_start	5	n/a
332.046	n/a	166023	break cnt	break cnt	n/a
458.282	n/a	229141	9999	9999	n/a
