onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.036	n/a	18	resting_start	90
70.008	n/a	35004	instructed_toOpenEyes	20
90.008	n/a	45004	instructed_toCloseEyes	30
130.004	n/a	65002	instructed_toOpenEyes	20
150.004	n/a	75002	instructed_toCloseEyes	30
190.004	n/a	95002	instructed_toOpenEyes	20
210.004	n/a	105002	instructed_toCloseEyes	30
250.004	n/a	125002	instructed_toOpenEyes	20
270.004	n/a	135002	instructed_toCloseEyes	30
310.004	n/a	155002	instructed_toOpenEyes	20
330.004	n/a	165002	instructed_toCloseEyes	30
370.004	n/a	185002	instructed_toOpenEyes	20
374.559	n/a	187279.5	boundary	boundary
