onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.008	n/a	4	resting_start	90
45.996	n/a	22998	instructed_toOpenEyes	20
65.996	n/a	32998	instructed_toCloseEyes	30
105.996	n/a	52998	instructed_toOpenEyes	20
125.996	n/a	62998	instructed_toCloseEyes	30
165.996	n/a	82998	instructed_toOpenEyes	20
185.996	n/a	92998	instructed_toCloseEyes	30
225.996	n/a	112998	instructed_toOpenEyes	20
245.996	n/a	122998	instructed_toCloseEyes	30
285.996	n/a	142998	instructed_toOpenEyes	20
305.996	n/a	152998	instructed_toCloseEyes	30
345.996	n/a	172998	instructed_toOpenEyes	20
350.551	n/a	175275.5	boundary	boundary
