onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.712	n/a	856	video_start	81
327.384	n/a	163692	9999	9999
328.584	n/a	164292	video_start	83
871.12	n/a	435560	9999	9999
872.284	n/a	436142	video_start	83
1223.588	n/a	611794	IBEG	IBEG
1601.812	n/a	800906	IEND	IEND
1980.512	n/a	990256	9999	9999
