onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.004	n/a	2	resting_start	90
45.596	n/a	22798	instructed_toOpenEyes	20
65.596	n/a	32798	instructed_toCloseEyes	30
105.596	n/a	52798	instructed_toOpenEyes	20
125.596	n/a	62798	instructed_toCloseEyes	30
165.596	n/a	82798	instructed_toOpenEyes	20
185.596	n/a	92798	instructed_toCloseEyes	30
225.596	n/a	112798	instructed_toOpenEyes	20
245.596	n/a	122798	instructed_toCloseEyes	30
285.596	n/a	142798	instructed_toOpenEyes	20
305.596	n/a	152798	instructed_toCloseEyes	30
345.596	n/a	172798	instructed_toOpenEyes	20
350.147	n/a	175073.5	boundary	boundary
