onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.952	n/a	976	video_start	81
119.344	n/a	59672	video_stop	101
119.884	n/a	59942	break cnt	break cnt
285.972	n/a	142986	9999	9999
