onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.924	n/a	962	video_start	81
119.024	n/a	59512	IBEG	IBEG
119.32	n/a	59660	video_stop	101
119.951	n/a	59975.5	boundary	boundary
