onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.02	n/a	510	video_start	82
164.008	n/a	82004	video_stop	102
164.568	n/a	82284	break cnt	break cnt
333.008	n/a	166504	video_stop	103
333.552	n/a	166776	break cnt	break cnt
334.164	n/a	167082	fixpoint_ON	4
334.684	n/a	167342	stim_ON	8
337.6	n/a	168800	fixpoint_ON	4
338.108	n/a	169054	stim_ON	8
341.02	n/a	170510	fixpoint_ON	4
341.528	n/a	170764	stim_ON	8
344.44	n/a	172220	fixpoint_ON	4
344.952	n/a	172476	stim_ON	8
347.86	n/a	173930	fixpoint_ON	4
348.368	n/a	174184	stim_ON	8
351.28	n/a	175640	fixpoint_ON	4
351.788	n/a	175894	stim_ON	8
354.7	n/a	177350	fixpoint_ON	4
355.208	n/a	177604	stim_ON	8
358.12	n/a	179060	fixpoint_ON	4
358.628	n/a	179314	stim_ON	8
361.54	n/a	180770	fixpoint_ON	4
362.048	n/a	181024	stim_ON	8
364.96	n/a	182480	fixpoint_ON	4
365.468	n/a	182734	stim_ON	8
368.38	n/a	184190	fixpoint_ON	4
368.888	n/a	184444	stim_ON	8
371.8	n/a	185900	fixpoint_ON	4
372.308	n/a	186154	stim_ON	8
375.22	n/a	187610	fixpoint_ON	4
375.728	n/a	187864	stim_ON	8
378.64	n/a	189320	fixpoint_ON	4
379.148	n/a	189574	stim_ON	8
382.06	n/a	191030	fixpoint_ON	4
382.568	n/a	191284	stim_ON	8
385.48	n/a	192740	fixpoint_ON	4
385.988	n/a	192994	stim_ON	8
388.9	n/a	194450	fixpoint_ON	4
389.408	n/a	194704	stim_ON	8
392.32	n/a	196160	fixpoint_ON	4
392.828	n/a	196414	stim_ON	8
395.74	n/a	197870	fixpoint_ON	4
396.248	n/a	198124	stim_ON	8
399.16	n/a	199580	fixpoint_ON	4
399.668	n/a	199834	stim_ON	8
402.58	n/a	201290	fixpoint_ON	4
403.088	n/a	201544	stim_ON	8
406	n/a	203000	fixpoint_ON	4
406.508	n/a	203254	stim_ON	8
409.42	n/a	204710	fixpoint_ON	4
409.928	n/a	204964	stim_ON	8
412.84	n/a	206420	fixpoint_ON	4
413.348	n/a	206674	stim_ON	8
416.26	n/a	208130	fixpoint_ON	4
416.768	n/a	208384	stim_ON	8
419.68	n/a	209840	fixpoint_ON	4
420.188	n/a	210094	stim_ON	8
423.1	n/a	211550	fixpoint_ON	4
423.608	n/a	211804	stim_ON	8
426.52	n/a	213260	fixpoint_ON	4
427.028	n/a	213514	stim_ON	8
429.94	n/a	214970	fixpoint_ON	4
430.448	n/a	215224	stim_ON	8
433.356	n/a	216678	fixpoint_ON	4
433.868	n/a	216934	stim_ON	8
436.776	n/a	218388	fixpoint_ON	4
437.288	n/a	218644	stim_ON	8
440.196	n/a	220098	fixpoint_ON	4
440.708	n/a	220354	stim_ON	8
443.616	n/a	221808	fixpoint_ON	4
444.128	n/a	222064	stim_ON	8
447.036	n/a	223518	fixpoint_ON	4
447.548	n/a	223774	stim_ON	8
450.456	n/a	225228	fixpoint_ON	4
450.968	n/a	225484	stim_ON	8
453.876	n/a	226938	fixpoint_ON	4
454.388	n/a	227194	stim_ON	8
457.296	n/a	228648	fixpoint_ON	4
457.808	n/a	228904	stim_ON	8
460.716	n/a	230358	fixpoint_ON	4
461.228	n/a	230614	stim_ON	8
464.136	n/a	232068	fixpoint_ON	4
464.648	n/a	232324	stim_ON	8
467.556	n/a	233778	fixpoint_ON	4
468.068	n/a	234034	stim_ON	8
470.976	n/a	235488	fixpoint_ON	4
471.488	n/a	235744	stim_ON	8
474.396	n/a	237198	fixpoint_ON	4
474.908	n/a	237454	stim_ON	8
477.816	n/a	238908	fixpoint_ON	4
478.328	n/a	239164	stim_ON	8
481.236	n/a	240618	fixpoint_ON	4
481.748	n/a	240874	stim_ON	8
484.656	n/a	242328	fixpoint_ON	4
485.168	n/a	242584	stim_ON	8
488.076	n/a	244038	fixpoint_ON	4
488.588	n/a	244294	stim_ON	8
491.496	n/a	245748	fixpoint_ON	4
492.008	n/a	246004	stim_ON	8
494.916	n/a	247458	fixpoint_ON	4
495.428	n/a	247714	stim_ON	8
498.336	n/a	249168	fixpoint_ON	4
498.848	n/a	249424	stim_ON	8
501.756	n/a	250878	fixpoint_ON	4
502.268	n/a	251134	stim_ON	8
505.176	n/a	252588	fixpoint_ON	4
505.688	n/a	252844	stim_ON	8
508.596	n/a	254298	fixpoint_ON	4
509.108	n/a	254554	stim_ON	8
512.016	n/a	256008	fixpoint_ON	4
512.528	n/a	256264	stim_ON	8
515.436	n/a	257718	fixpoint_ON	4
515.948	n/a	257974	stim_ON	8
518.856	n/a	259428	fixpoint_ON	4
519.368	n/a	259684	stim_ON	8
522.276	n/a	261138	fixpoint_ON	4
522.788	n/a	261394	stim_ON	8
525.696	n/a	262848	fixpoint_ON	4
526.208	n/a	263104	stim_ON	8
529.116	n/a	264558	fixpoint_ON	4
529.628	n/a	264814	stim_ON	8
532.536	n/a	266268	fixpoint_ON	4
533.048	n/a	266524	stim_ON	8
535.956	n/a	267978	fixpoint_ON	4
536.468	n/a	268234	stim_ON	8
539.376	n/a	269688	fixpoint_ON	4
539.888	n/a	269944	stim_ON	8
542.796	n/a	271398	fixpoint_ON	4
543.308	n/a	271654	stim_ON	8
546.216	n/a	273108	fixpoint_ON	4
546.728	n/a	273364	stim_ON	8
549.636	n/a	274818	fixpoint_ON	4
550.148	n/a	275074	stim_ON	8
556.188	n/a	278094	break cnt	break cnt
625.856	n/a	312928	video_stop	104
