onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.166	n/a	583	video_start	81
118.56	n/a	59280	video_stop	101
119.116	n/a	59558	break cnt	break cnt
169.744	n/a	84872	9999	9999
