Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB678VYW,172891,14,1,n/a
NDARAB683CYD,NaN,NaN,0,n/a
NDARAC296UCB,190888,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARAG788YV9,255613,14,1,n/a
NDARAJ674WJT,259478,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARAK772VFJ,47864,3,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARAM177DKJ,NaN,NaN,0,n/a
NDARAM946HJE,193663,14,1,n/a
NDARAP283ZBW,180543,14,1,n/a
NDARAU517MC6,191665,14,1,n/a
NDARAW427GWK,NaN,NaN,0,n/a
NDARAY977BZT,203404,30,1,n/a
NDARAZ532KK0,265663,14,1,n/a
NDARBB542URX,174552,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARBE096YK6,175416,14,1,n/a
NDARBF402JLH,193132,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARBH275EXT,69058,3,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARBH482JK1,NaN,NaN,0,n/a
NDARBK194FF5,288089,14,1,n/a
NDARBP713ZWA,NaN,NaN,0,n/a
NDARBT780KVC,NaN,NaN,0,n/a
NDARBU777YCU,NaN,NaN,0,n/a
NDARBW320UFW,NaN,NaN,0,n/a
NDARBX076DCX,NaN,NaN,0,n/a
NDARBX122RKF,NaN,NaN,0,n/a
NDARBY041JPE,180269,14,1,n/a
NDARBZ523GB7,174690,14,1,n/a
NDARCB282LUD,688972,92,1,n/a
NDARCC491MHH,NaN,NaN,0,n/a
NDARCE912ZXW,206016,14,1,n/a
NDARCF674WB0,NaN,NaN,0,n/a
NDARCG099GTV,177036,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARCH755TLW,NaN,NaN,0,n/a
NDARCL201KJZ,186763,14,1,n/a
NDARCL601WXZ,NaN,NaN,0,n/a
NDARCM214WFE,247863,14,1,n/a
NDARCM638LMA,174817,14,1,n/a
NDARCV634GZH,NaN,NaN,0,n/a
NDARCX934FX0,NaN,NaN,0,n/a
NDARDC504KWE,232817,14,1,n/a
NDARDE769PHW,210667,14,1,n/a
NDARDF362AWA,192458,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARDH753GUF,217598,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARDH871DWE,173538,14,1,Abnormal sampling rate of 250 Hz. Data is resampled to 500Hz.
NDARDJ872BYV,NaN,NaN,0,n/a
NDARDL033XRG,171216,14,1,n/a
NDARDT889RT9,165140,14,1,n/a
