onset	duration	sample	value	event_code
0	n/a	0	9999	9999
0.98	n/a	490	video_start	81
118.376	n/a	59188	video_stop	101
118.912	n/a	59456	break cnt	break cnt
119.948	n/a	59974	9999	9999
