onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.194	n/a	597	video_start	83
171.738	n/a	85869	video_stop	103
172.272	n/a	86136	break cnt	break cnt
384.452	n/a	192226	9999	9999
