onset	duration	sample	value	event_code
0	n/a	0	9999	9999
0.984	n/a	492	video_start	82
163.98	n/a	81990	video_stop	102
164.516	n/a	82258	break cnt	break cnt
191.976	n/a	95988	9999	9999
