onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.184	n/a	592	video_start	82
164.178	n/a	82089	video_stop	102
164.69	n/a	82345	break cnt	break cnt
204.57	n/a	102285	9999	9999
