onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.008	n/a	4	resting_start	90
139.136	n/a	69568	instructed_toOpenEyes	20
159.136	n/a	79568	instructed_toCloseEyes	30
199.136	n/a	99568	instructed_toOpenEyes	20
219.136	n/a	109568	instructed_toCloseEyes	30
259.136	n/a	129568	instructed_toOpenEyes	20
279.136	n/a	139568	instructed_toCloseEyes	30
319.136	n/a	159568	instructed_toOpenEyes	20
339.136	n/a	169568	instructed_toCloseEyes	30
379.136	n/a	189568	instructed_toOpenEyes	20
399.136	n/a	199568	instructed_toCloseEyes	30
439.136	n/a	219568	instructed_toOpenEyes	20
443.696	n/a	221848	break cnt	break cnt
476.756	n/a	238378	9999	9999
