onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.024	n/a	12	resting_start	90
42.06	n/a	21030	instructed_toOpenEyes	20
62.06	n/a	31030	instructed_toCloseEyes	30
102.06	n/a	51030	instructed_toOpenEyes	20
122.06	n/a	61030	instructed_toCloseEyes	30
162.06	n/a	81030	instructed_toOpenEyes	20
182.06	n/a	91030	instructed_toCloseEyes	30
222.06	n/a	111030	instructed_toOpenEyes	20
242.06	n/a	121030	instructed_toCloseEyes	30
282.06	n/a	141030	instructed_toOpenEyes	20
302.06	n/a	151030	instructed_toCloseEyes	30
342.06	n/a	171030	instructed_toOpenEyes	20
346.623	n/a	173311.5	boundary	boundary
