onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.168	n/a	584	video_start	82
164.162	n/a	82081	video_stop	102
164.684	n/a	82342	break cnt	break cnt
298.758	n/a	149379	9999	9999
