onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.174	n/a	587	video_start	82
164.168	n/a	82084	video_stop	102
164.682	n/a	82341	break cnt	break cnt
196.762	n/a	98381	9999	9999
