onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
0.008	n/a	4	resting_start	90
48.844	n/a	24422	instructed_toOpenEyes	20
68.844	n/a	34422	instructed_toCloseEyes	30
108.844	n/a	54422	instructed_toOpenEyes	20
128.844	n/a	64422	instructed_toCloseEyes	30
168.844	n/a	84422	instructed_toOpenEyes	20
188.844	n/a	94422	instructed_toCloseEyes	30
228.844	n/a	114422	instructed_toOpenEyes	20
248.844	n/a	124422	instructed_toCloseEyes	30
288.844	n/a	144422	instructed_toOpenEyes	20
308.844	n/a	154422	instructed_toCloseEyes	30
348.844	n/a	174422	instructed_toOpenEyes	20
353.407	n/a	176703.5	boundary	boundary
